id gene_short_name
ENSG00000227582.2 ADGRF5P1
ENSG00000227583.1 RPS3AP37
ENSG00000227584.2 MTND4P5
ENSG00000227585.2 AL360013.1
ENSG00000227586.5 RPS26P39
ENSG00000227588.2 CNTN4-AS2
ENSG00000227589.1 AL136528.1
ENSG00000227590.2 ATP5G1P5
ENSG00000227591.5 AL031316.1
ENSG00000227592.1 PIGFP3
ENSG00000227593.2 PHBP16
ENSG00000227597.1 WASF1P1
ENSG00000227598.1 Z94721.1
ENSG00000227599.1 AL031676.1
ENSG00000227602.1 AL031779.1
ENSG00000227603.1 AL583839.1
ENSG00000227604.3 TOMM22P3
ENSG00000227606.2 AC005392.1
ENSG00000227607.2 SUMO2P2
ENSG00000227609.2 TMEM183AP1
ENSG00000227610.1 FRMPD3-AS1
ENSG00000227611.1 LINC01074
ENSG00000227613.1 QRSL1P2
ENSG00000227615.1 AP001324.1
ENSG00000227616.1 AC063976.3
ENSG00000227617.8 CERS6-AS1
ENSG00000227619.1 AL391056.1
ENSG00000227620.4 ALG1L8P
ENSG00000227621.1 PHBP11
ENSG00000227623.1 AC010881.1
ENSG00000227624.2 SNRPEP3
ENSG00000227625.2 AL359510.1
ENSG00000227627.2 AL080276.2
ENSG00000227629.1 SLC25A15P1
ENSG00000227630.3 LINC01132
ENSG00000227632.2 AC018804.1
ENSG00000227633.1 RBMY2YP
ENSG00000227634.2 LINC01714
ENSG00000227635.1 USP9YP21
ENSG00000227638.2 HNRNPA1P14
ENSG00000227640.2 SOX21-AS1
ENSG00000227644.2 HIGD1AP11
ENSG00000227645.2 RPL7P54
ENSG00000227646.7 STEAP2-AS1
ENSG00000227649.1 MTND6P32
ENSG00000227653.1 ISCA1P6
ENSG00000227657.1 SERPINA7P1
ENSG00000227658.1 AC005160.1
ENSG00000227659.1 CLYBL-AS2
ENSG00000227660.1 UST-AS1
ENSG00000227661.1 MTCO3P18
ENSG00000227663.1 RPL7P2
ENSG00000227666.1 CYCSP24
ENSG00000227667.1 AL392003.1
ENSG00000227671.4 AL390728.4
ENSG00000227673.1 AL162734.1
ENSG00000227674.1 LINC00355
ENSG00000227676.3 LINC01068
ENSG00000227678.7 AL355581.1
ENSG00000227679.1 AL133173.1
ENSG00000227680.1 AC108051.1
ENSG00000227681.5 AL033504.1
ENSG00000227682.2 ATP5A1P2
ENSG00000227683.1 AL358394.1
ENSG00000227684.2 CROCCP4
ENSG00000227685.1 LINC02088
ENSG00000227687.1 AL713965.1
ENSG00000227688.2 HNRNPA3P2
ENSG00000227689.1 SRP68P2
ENSG00000227692.1 MED28P3
ENSG00000227693.1 GSTM3P1
ENSG00000227694.1 RPL23AP74
ENSG00000227695.5 DNMBP-AS1
ENSG00000227698.1 AP001619.1
ENSG00000227700.1 AC239809.2
ENSG00000227702.1 LINC00111
ENSG00000227704.1 AL354892.1
ENSG00000227705.1 AL391097.2
ENSG00000227706.3 AL713998.1
ENSG00000227707.1 SDAD1P3
ENSG00000227708.1 LINC01850
ENSG00000227709.4 AC091607.1
ENSG00000227710.1 AC245517.2
ENSG00000227711.3 AL451054.1
ENSG00000227712.1 AL359915.1
ENSG00000227713.1 AC092159.1
ENSG00000227714.1 MTND6P18
ENSG00000227716.1 AP000459.1
ENSG00000227717.4 AC138749.1
ENSG00000227718.1 AC016730.1
ENSG00000227719.1 AC006042.1
ENSG00000227721.1 RPSAP64
ENSG00000227722.2 AL022100.1
ENSG00000227723.1 AL596188.1
ENSG00000227725.3 GCOM2
ENSG00000227726.1 AP001271.1
ENSG00000227728.2 AL356583.1
ENSG00000227729.3 RD3L
ENSG00000227730.2 MTND6P5
ENSG00000227733.9 AC239809.3
ENSG00000227734.1 AL590378.1
ENSG00000227735.1 CYCSP5
ENSG00000227736.1 MTCO3P16
ENSG00000227737.3 OR8B1P
ENSG00000227738.1 AC092646.1
ENSG00000227740.1 AL513329.1
ENSG00000227741.1 AL121987.2
ENSG00000227742.2 CALR4P
ENSG00000227743.1 AC004875.1
ENSG00000227744.4 LINC01940
ENSG00000227745.1 AC098826.2
ENSG00000227747.2 AC096631.2
ENSG00000227748.1 AL138916.1
ENSG00000227751.1 AC004824.1
ENSG00000227753.3 AC023194.1
ENSG00000227755.1 AP000344.1
ENSG00000227757.3 AP000282.1
ENSG00000227758.1 AL645939.3
ENSG00000227759.2 VTI1BP4
ENSG00000227760.2 AC135001.1
ENSG00000227762.4 GUSBP8
ENSG00000227764.1 LINC01693
ENSG00000227765.4 MYL12BP2
ENSG00000227766.1 AL671277.1
ENSG00000227769.7 AC072062.1
ENSG00000227770.1 RPL7P12
ENSG00000227773.1 ASH1L-IT1
ENSG00000227775.3 AL031282.1
ENSG00000227776.1 AKR1D1P1
ENSG00000227777.1 AL031736.1
ENSG00000227779.1 AC234779.1
ENSG00000227782.2 AC002553.1
ENSG00000227784.1 ZNF965P
ENSG00000227785.1 AC092013.1
ENSG00000227788.1 MTCO3P43
ENSG00000227789.1 MTCYBP7
ENSG00000227790.7 AC015922.1
ENSG00000227791.3 AC007365.2
ENSG00000227795.1 MTND4LP9
ENSG00000227799.1 AC012358.2
ENSG00000227800.1 IGHD4-17
ENSG00000227802.1 DNAJB3
ENSG00000227803.2 AL158198.1
ENSG00000227805.1 RPL21P90
ENSG00000227806.1 OR5W1P
ENSG00000227809.1 AL355674.1
ENSG00000227811.2 FAM212B-AS1
ENSG00000227813.1 Z82190.1
ENSG00000227814.3 MRPS17P9
ENSG00000227815.2 AL359265.1
ENSG00000227817.4 ARHGAP42P1
ENSG00000227818.1 AL590408.1
ENSG00000227824.1 AC122136.1
ENSG00000227825.4 SLC9A7P1
ENSG00000227827.3 AC138969.2
ENSG00000227830.1 TRIM60P3Y
ENSG00000227832.1 ST13P21
ENSG00000227834.1 AP003385.1
ENSG00000227835.8 CARM1P1
ENSG00000227836.1 AC008850.1
ENSG00000227837.1 TRIM60P11Y
ENSG00000227838.1 AL121885.2
ENSG00000227840.1 KRTAP8-3P
ENSG00000227841.1 MTND5P31
ENSG00000227842.1 AC093166.1
ENSG00000227845.2 AL627223.1
ENSG00000227846.1 UGT1A11P
ENSG00000227847.1 AC010099.2
ENSG00000227848.1 SUCLA2-AS1
ENSG00000227850.1 SEPT2P1
ENSG00000227851.1 AC021035.1
ENSG00000227852.1 RPS29P17
ENSG00000227854.1 AL590135.1
ENSG00000227855.3 DPY19L2P3
ENSG00000227857.2 AL358075.2
ENSG00000227860.1 MTND5P18
ENSG00000227862.1 HNRNPA1P31
ENSG00000227863.2 AC002383.1
ENSG00000227864.1 ARL5AP1
ENSG00000227867.1 ELOCP11
ENSG00000227868.5 TEX46
ENSG00000227869.1 AC073486.1
ENSG00000227871.1 USP9YP12
ENSG00000227873.1 Z93242.2
ENSG00000227874.1 GRAMD4P1
ENSG00000227875.2 RPL23AP89
ENSG00000227877.6 MRLN
ENSG00000227878.2 AC114760.1
ENSG00000227879.2 PSPC1P1
ENSG00000227880.1 AL050402.1
ENSG00000227881.1 ASS1P5
ENSG00000227882.1 THAP12P6
ENSG00000227883.1 ATP6V0E1P4
ENSG00000227885.1 AL590652.1
ENSG00000227887.1 RPS26P13
ENSG00000227888.4 FAM66A
ENSG00000227890.1 PSMA2P3
ENSG00000227892.1 OR5P4P
ENSG00000227893.1 LINC00352
ENSG00000227895.5 ISX-AS1
ENSG00000227896.2 AL731569.1
ENSG00000227902.2 AC062032.1
ENSG00000227905.1 MED6P1
ENSG00000227906.7 SNAP25-AS1
ENSG00000227907.1 AL158837.1
ENSG00000227908.3 FLJ31104
ENSG00000227910.1 AC092634.4
ENSG00000227911.3 LINC02344
ENSG00000227912.1 AL441943.2
ENSG00000227913.1 KRT8P44
ENSG00000227914.3 AL136979.1
ENSG00000227915.1 ELOCP16
ENSG00000227917.2 AL449043.1
ENSG00000227919.1 AL353997.1
ENSG00000227920.2 AL353597.1
ENSG00000227922.1 SPTLC1P5
ENSG00000227923.1 AC006455.3
ENSG00000227924.2 RBPJP6
ENSG00000227925.1 LINC01655
ENSG00000227927.2 MACROD2-IT1
ENSG00000227929.4 SRGAP3-AS3
ENSG00000227930.1 AC003087.1
ENSG00000227932.2 AL390961.1
ENSG00000227933.1 AL357874.1
ENSG00000227934.1 AL732414.1
ENSG00000227935.1 AL390243.1
ENSG00000227937.1 MTND2P30
ENSG00000227938.1 AC104695.1
ENSG00000227939.1 RPL3P2
ENSG00000227940.1 LINC01696
ENSG00000227941.1 UQCRBP2
ENSG00000227942.1 FRMD8P1
ENSG00000227945.1 AL590006.1
ENSG00000227946.1 AC007383.2
ENSG00000227947.1 LINC01738
ENSG00000227948.4 AC003989.1
ENSG00000227949.1 CYCSP46
ENSG00000227950.1 AL590128.1
ENSG00000227952.2 RPL18AP17
ENSG00000227953.6 LINC01341
ENSG00000227954.6 TARID
ENSG00000227958.1 AL390778.1
ENSG00000227959.1 AL451042.2
ENSG00000227960.1 AL138799.2
ENSG00000227962.1 AL391994.1
ENSG00000227963.1 AL355488.1
ENSG00000227964.1 LINC01429
ENSG00000227965.1 AC098592.2
ENSG00000227968.1 BUB3P1
ENSG00000227969.1 NPM1P22
ENSG00000227970.1 NR1H5P
ENSG00000227971.1 AC078809.1
ENSG00000227972.1 THAP12P3
ENSG00000227973.1 PIN4P1
ENSG00000227979.1 AC002127.1
ENSG00000227981.2 AC012668.1
ENSG00000227982.1 RPL7P30
ENSG00000227983.1 BRK1P2
ENSG00000227986.1 TRIM60P18
ENSG00000227987.1 AC092675.2
ENSG00000227988.1 TDGF1P1
ENSG00000227989.1 AC010141.1
ENSG00000227992.1 AC108463.1
ENSG00000227994.1 AL035417.1
ENSG00000227995.1 RAB11AP1
ENSG00000227999.1 MTND5P1
ENSG00000228000.1 AC127537.1
ENSG00000228002.2 DHX9P1
ENSG00000228004.1 MYCLP2
ENSG00000228005.1 AC020743.1
ENSG00000228007.1 AC011933.1
ENSG00000228008.1 AC105935.1
ENSG00000228010.5 AC073343.2
ENSG00000228013.1 AL162591.1
ENSG00000228014.1 ZNF680P1
ENSG00000228015.1 AC074338.1
ENSG00000228016.1 RAPGEF4-AS1
ENSG00000228019.1 AC006480.1
ENSG00000228020.2 HNRNPA1P46
ENSG00000228021.7 AL158835.1
ENSG00000228022.5 HCG20
ENSG00000228024.1 CYP1D1P
ENSG00000228027.1 AL136369.1
ENSG00000228028.2 AC069257.1
ENSG00000228030.2 AC019084.1
ENSG00000228031.2 AC078842.1
ENSG00000228033.5 AC010967.1
ENSG00000228034.1 HMGN2P21
ENSG00000228035.1 AL512638.2
ENSG00000228036.1 HSPD1P9
ENSG00000228037.1 AL139246.3
ENSG00000228038.1 VN1R51P
ENSG00000228039.3 AC253536.2
ENSG00000228040.1 AL390729.2
ENSG00000228041.2 AL031313.1
ENSG00000228042.2 AL512882.1
ENSG00000228043.5 AC114763.1
ENSG00000228044.2 AL160408.1
ENSG00000228045.1 DNAJA1P6
ENSG00000228046.2 MTCO3P40
ENSG00000228048.1 AL355314.2
ENSG00000228049.7 POLR2J2
ENSG00000228050.1 TOP3BP1
ENSG00000228051.1 AL512504.2
ENSG00000228053.1 AL158823.1
ENSG00000228054.2 RANP5
ENSG00000228055.2 LINC00864
ENSG00000228056.3 CFL1P3
ENSG00000228057.1 SEC63P1
ENSG00000228058.1 LINC01736
ENSG00000228060.1 AL365277.2
ENSG00000228061.5 AC131571.1
ENSG00000228063.1 LYPLAL1-AS1
ENSG00000228064.1 AC023469.2
ENSG00000228065.10 LINC01515
ENSG00000228067.1 LINC01740
ENSG00000228069.1 MTCO3P29
ENSG00000228071.4 RPL7P47
ENSG00000228072.1 AL139008.2
ENSG00000228073.1 AC133106.1
ENSG00000228074.1 UBBP5
ENSG00000228075.4 BOD1L2
ENSG00000228076.2 AL591719.1
ENSG00000228078.1 HLA-U
ENSG00000228079.2 AC012368.2
ENSG00000228081.2 AC092810.2
ENSG00000228082.1 Z86062.2
ENSG00000228083.2 IFNA14
ENSG00000228084.1 AC118553.1
ENSG00000228085.1 AC009296.1
ENSG00000228086.1 AL589990.1
ENSG00000228089.1 PNKDP1
ENSG00000228092.1 COX6CP15
ENSG00000228095.3 AL354692.1
ENSG00000228097.1 MTATP6P11
ENSG00000228098.1 AC110620.1
ENSG00000228100.1 LINC01820
ENSG00000228105.1 LINC01757
ENSG00000228106.5 AL392172.1
ENSG00000228107.1 AP000692.1
ENSG00000228108.1 AC092839.1
ENSG00000228109.1 MELTF-AS1
ENSG00000228110.4 ST13P19
ENSG00000228111.1 TPT1P2
ENSG00000228112.1 AC112220.1
ENSG00000228113.7 AC003991.1
ENSG00000228115.1 AL161725.2
ENSG00000228118.3 MYL6P5
ENSG00000228120.2 AP001631.1
ENSG00000228121.1 PHBP3
ENSG00000228122.1 MTND1P17
ENSG00000228123.4 AL162726.2
ENSG00000228124.1 AL096678.1
ENSG00000228125.2 AKIRIN1P2
ENSG00000228126.1 FALEC
ENSG00000228127.2 LINC01649
ENSG00000228131.1 IGHD6-6
ENSG00000228132.2 AL360221.1
ENSG00000228133.2 AC099684.1
ENSG00000228134.1 UBE2V1P14
ENSG00000228135.1 LINC01494
ENSG00000228136.1 AL773545.1
ENSG00000228137.1 AP001469.2
ENSG00000228139.1 LINC01402
ENSG00000228140.1 AL031283.1
ENSG00000228141.7 AC105339.1
ENSG00000228142.2 AL354861.2
ENSG00000228143.2 AL512649.1
ENSG00000228144.2 AC078927.1
ENSG00000228146.7 CASP16P
ENSG00000228149.1 RPL3P1
ENSG00000228150.1 AL357140.2
ENSG00000228151.1 AC004941.1
ENSG00000228153.1 AL161793.1
ENSG00000228154.3 AC092436.1
ENSG00000228156.1 AL133343.2
ENSG00000228157.4 AC007952.2
ENSG00000228158.2 TLE1P1
ENSG00000228159.1 LINC01674
ENSG00000228160.1 AL158069.1
ENSG00000228161.1 AC245452.3
ENSG00000228162.1 AC097713.1
ENSG00000228165.1 AL158147.1
ENSG00000228166.1 MTND1P11
ENSG00000228167.1 AL353072.1
ENSG00000228168.1 HNRNPA1P21
ENSG00000228169.3 PPIAP19
ENSG00000228170.1 AL031963.1
ENSG00000228171.1 AC121251.1
ENSG00000228172.5 AL020996.1
ENSG00000228173.1 AC091770.1
ENSG00000228174.7 AL162385.1
ENSG00000228175.3 GEMIN8P4
ENSG00000228176.1 AC092265.1
ENSG00000228181.1 AL590365.1
ENSG00000228182.1 MTND2P25
ENSG00000228184.1 SNX19P1
ENSG00000228187.1 AC093433.1
ENSG00000228189.4 AL592486.1
ENSG00000228190.2 RPL23AP16
ENSG00000228191.1 AL512326.2
ENSG00000228192.7 AL512353.1
ENSG00000228193.1 ELOCP14
ENSG00000228194.1 Z83846.1
ENSG00000228195.2 RPL5P27
ENSG00000228196.1 PTPN2P1
ENSG00000228198.3 OR2M3
ENSG00000228201.1 AL022341.1
ENSG00000228203.6 RNF144A-AS1
ENSG00000228204.2 AC004830.1
ENSG00000228205.1 AC131235.1
ENSG00000228206.2 AC016717.1
ENSG00000228207.1 AC007967.2
ENSG00000228208.6 C1orf143
ENSG00000228209.1 AC073091.1
ENSG00000228210.1 AL121916.1
ENSG00000228211.2 HYALP1
ENSG00000228212.1 OFD1P17
ENSG00000228213.5 NLGN1-AS1
ENSG00000228215.2 AL954650.1
ENSG00000228216.1 AL355607.1
ENSG00000228217.1 PNRC2P1
ENSG00000228218.1 ATF4P3
ENSG00000228219.1 NPM1P30
ENSG00000228221.5 LINC00578
ENSG00000228222.1 AC073050.1
ENSG00000228223.3 HCG11
ENSG00000228224.3 NACAP1
ENSG00000228225.1 AC016908.1
ENSG00000228226.1 AC012070.1
ENSG00000228229.2 AC243961.1
ENSG00000228231.2 AL589946.1
ENSG00000228232.1 GAPDHP1
ENSG00000228234.1 GLRXP1
ENSG00000228235.1 AP001476.3
ENSG00000228236.2 TXNP5
ENSG00000228237.5 EFCAB14-AS1
ENSG00000228238.1 AL096803.1
ENSG00000228239.1 AL138900.1
ENSG00000228240.1 TTTY17A
ENSG00000228241.1 MOB1AP1
ENSG00000228242.6 AC093495.1
ENSG00000228247.1 UBBP2
ENSG00000228248.1 NUTF2P3
ENSG00000228251.1 AC012442.1
ENSG00000228252.9 COL6A4P2
ENSG00000228253.1 MT-ATP8
ENSG00000228255.1 AC096639.1
ENSG00000228257.1 AC010141.2
ENSG00000228259.3 AC136604.1
ENSG00000228261.1 AL162742.1
ENSG00000228262.8 LINC01320
ENSG00000228264.1 PSMD8P1
ENSG00000228265.5 RALY-AS1
ENSG00000228271.1 LINC02048
ENSG00000228272.1 AC106874.1
ENSG00000228274.3 AL021707.2
ENSG00000228275.1 ARMCX3-AS1
ENSG00000228277.1 AC112518.1
ENSG00000228278.3 ORM2
ENSG00000228280.1 AL731568.1
ENSG00000228283.3 KATNBL1P6
ENSG00000228285.2 LYPLA2P1
ENSG00000228286.3 AP000593.2
ENSG00000228288.6 PCAT6
ENSG00000228289.1 AL355862.1
ENSG00000228290.6 TBX18-AS1
ENSG00000228291.1 ARL4AP3
ENSG00000228292.1 AL512604.1
ENSG00000228293.1 AL049712.1
ENSG00000228294.6 BMS1P17
ENSG00000228295.1 LINC00392
ENSG00000228296.1 TTTY4C
ENSG00000228300.13 C19orf24
ENSG00000228301.1 RPL7P55
ENSG00000228302.2 AL512770.1
ENSG00000228303.1 AC095038.1
ENSG00000228304.1 OR4K6P
ENSG00000228305.2 AC016734.1
ENSG00000228307.1 OR2S1P
ENSG00000228308.1 LINC01209
ENSG00000228309.6 LINC01350
ENSG00000228312.1 GAPDHP45
ENSG00000228314.1 CYP4F29P
ENSG00000228315.11 GUSBP11
ENSG00000228316.1 MTATP6P19
ENSG00000228317.1 AL158070.1
ENSG00000228318.3 AP001610.1
ENSG00000228319.1 SPATA2P1
ENSG00000228322.1 AL162419.1
ENSG00000228323.2 AC008440.1
ENSG00000228325.5 IGKV3D-7
ENSG00000228327.3 AL669831.1
ENSG00000228328.2 AL158201.1
ENSG00000228329.1 LINC01890
ENSG00000228330.1 AL355355.1
ENSG00000228331.2 AC004448.2
ENSG00000228334.1 AC024028.1
ENSG00000228335.1 AC073063.1
ENSG00000228336.2 OR9H1P
ENSG00000228337.1 AC096920.1
ENSG00000228338.1 LINC01784
ENSG00000228339.1 AMD1P1
ENSG00000228340.5 MIR646HG
ENSG00000228341.1 AC002381.1
ENSG00000228343.1 AC115618.2
ENSG00000228345.2 AC112492.3
ENSG00000228347.1 FTLP17
ENSG00000228348.1 EFCAB14P1
ENSG00000228349.1 RPS26P4
ENSG00000228350.1 CELSR3-AS1
ENSG00000228351.1 AC018832.1
ENSG00000228352.2 AL354989.1
ENSG00000228353.1 AL450322.1
ENSG00000228354.1 AL450023.1
ENSG00000228355.1 BX322559.1
ENSG00000228358.5 LINC02263
ENSG00000228360.1 AC009220.1
ENSG00000228361.2 AL606970.2
ENSG00000228363.2 AC015971.1
ENSG00000228364.1 AL662791.2
ENSG00000228365.1 AL133351.2
ENSG00000228366.1 AL592437.1
ENSG00000228367.3 AC108120.1
ENSG00000228368.1 AC106873.1
ENSG00000228369.2 TXNDC12-AS1
ENSG00000228372.7 SMIM10L2B-AS1
ENSG00000228373.2 AL353752.1
ENSG00000228374.1 AC012497.1
ENSG00000228375.1 RPS20P25
ENSG00000228376.3 GAS2L1P2
ENSG00000228379.1 AC010891.1
ENSG00000228380.1 MYL6BP1
ENSG00000228382.1 ITPKB-IT1
ENSG00000228383.6 FAM197Y7
ENSG00000228384.4 AC007040.1
ENSG00000228386.2 AL031668.1
ENSG00000228391.1 AC011995.1
ENSG00000228392.1 AL162391.1
ENSG00000228393.3 LINC01004
ENSG00000228395.1 AL356481.1
ENSG00000228397.2 LINC01635
ENSG00000228398.3 HMGN2P25
ENSG00000228399.1 AL109741.2
ENSG00000228400.1 AC079154.1
ENSG00000228401.4 HSPC324
ENSG00000228403.1 AC035139.1
ENSG00000228404.1 AP001468.1
ENSG00000228407.2 AL139156.2
ENSG00000228408.6 AL031056.1
ENSG00000228409.6 CCT6P1
ENSG00000228410.6 ELOCP24
ENSG00000228410.6_PAR_Y ELOCP24
ENSG00000228411.1 CDY4P
ENSG00000228412.7 AL022068.1
ENSG00000228413.1 AC024937.1
ENSG00000228414.6 LINC01185
ENSG00000228415.3 PTMAP1
ENSG00000228417.1 AL360182.2
ENSG00000228420.1 LINC01768
ENSG00000228421.2 AC005013.1
ENSG00000228422.3 LINC00687
ENSG00000228423.2 AL357552.2
ENSG00000228426.1 AL645634.1
ENSG00000228427.1 AL590764.1
ENSG00000228429.1 AC004910.1
ENSG00000228430.9 AL162726.3
ENSG00000228431.1 ARL5AP3
ENSG00000228432.1 DHFRP2
ENSG00000228433.1 OR7E23P
ENSG00000228434.1 AC004951.1
ENSG00000228436.2 AL139260.1
ENSG00000228437.5 LINC02474
ENSG00000228438.1 AL445567.1
ENSG00000228439.5 TSTD3
ENSG00000228440.1 MTND5P6
ENSG00000228444.2 AL137244.1
ENSG00000228445.1 UGT1A2P
ENSG00000228446.2 AC073052.1
ENSG00000228450.2 AL049734.1
ENSG00000228451.3 SDAD1P1
ENSG00000228452.1 AC098484.1
ENSG00000228453.1 RPS15AP9
ENSG00000228459.3 LINC01546
ENSG00000228460.1 CYP2C59P
ENSG00000228462.1 RPS19P7
ENSG00000228463.10 AP006222.1
ENSG00000228464.1 AC073614.1
ENSG00000228465.1 TRAPPC2P10
ENSG00000228466.1 TUBB4AP1
ENSG00000228467.2 AL845311.1
ENSG00000228470.1 AL929236.1
ENSG00000228471.1 AC018865.2
ENSG00000228473.1 LIN28AP2
ENSG00000228474.5 OST4
ENSG00000228476.1 CSTP1
ENSG00000228477.1 AL663070.1
ENSG00000228478.1 AL138885.2
ENSG00000228480.1 AC130464.1
ENSG00000228481.1 U51244.1
ENSG00000228482.1 LINC01713
ENSG00000228484.1 AL137025.1
ENSG00000228485.1 GRK5-IT1
ENSG00000228486.10 LINC01125
ENSG00000228487.2 AL450263.1
ENSG00000228488.1 AC092168.1
ENSG00000228489.1 RPL21P50
ENSG00000228492.2 RAB11FIP1P1
ENSG00000228495.1 LINC01013
ENSG00000228496.1 AC106875.1
ENSG00000228499.1 TMSB10P1
ENSG00000228501.2 RPL15P18
ENSG00000228502.1 EEF1A1P11
ENSG00000228503.1 AL357558.1
ENSG00000228504.1 LINC01760
ENSG00000228505.5 AC011897.1
ENSG00000228506.1 AL513550.1
ENSG00000228507.1 DAP3P2
ENSG00000228509.5 AC006460.1
ENSG00000228510.2 AL359091.1
ENSG00000228512.2 AL160272.1
ENSG00000228513.1 AC023271.1
ENSG00000228517.2 CT47A7
ENSG00000228518.1 SURF6P1
ENSG00000228519.3 AC097263.1
ENSG00000228521.2 AC099552.3
ENSG00000228522.2 AL845321.1
ENSG00000228523.1 AL389925.1
ENSG00000228525.1 AL353689.1
ENSG00000228526.6 MIR34AHG
ENSG00000228527.1 AC016396.1
ENSG00000228528.1 AC068057.1
ENSG00000228530.1 AL445687.1
ENSG00000228532.4 AC005000.1
ENSG00000228536.2 AL513283.1
ENSG00000228538.5 AC009411.1
ENSG00000228539.1 AL157413.1
ENSG00000228540.1 AC073326.1
ENSG00000228541.1 AC093159.1
ENSG00000228543.1 AC003684.1
ENSG00000228544.1 CCDC183-AS1
ENSG00000228546.2 AC091390.2
ENSG00000228547.5 OR7E26P
ENSG00000228548.1 ITPKB-AS1
ENSG00000228549.3 BX284668.2
ENSG00000228550.1 AC073583.1
ENSG00000228551.1 SNRPGP9
ENSG00000228553.1 AL389885.1
ENSG00000228554.1 AC004837.2
ENSG00000228557.1 HSPA8P17
ENSG00000228559.1 AL033519.3
ENSG00000228560.1 AL513323.1
ENSG00000228561.2 AC026355.1
ENSG00000228563.1 AL133247.1
ENSG00000228564.1 LINC01005
ENSG00000228566.1 AC022387.1
ENSG00000228567.3 VN1R4
ENSG00000228568.1 AC006461.1
ENSG00000228569.1 AC073133.1
ENSG00000228570.7 NUTM2E
ENSG00000228571.1 HSFY7P
ENSG00000228572.7 AL954722.1
ENSG00000228572.7_PAR_Y AL954722.1
ENSG00000228573.1 AL138962.1
ENSG00000228577.1 AC010731.2
ENSG00000228578.1 TUBB1P2
ENSG00000228585.1 AC073143.1
ENSG00000228586.1 AC005042.2
ENSG00000228587.1 AL049748.1
ENSG00000228589.3 SPCS2P4
ENSG00000228590.1 AC007381.1
ENSG00000228592.1 D21S2088E
ENSG00000228593.1 CFTRP1
ENSG00000228594.3 FNDC10
ENSG00000228595.1 PAICSP2
ENSG00000228596.1 AC013436.1
ENSG00000228597.1 MTND4P1
ENSG00000228598.1 MACC1-AS1
ENSG00000228599.1 RPL7P52
ENSG00000228600.1 POLR2CP1
ENSG00000228601.1 AL121914.1
ENSG00000228604.3 AL121759.1
ENSG00000228606.2 AL139011.1
ENSG00000228607.2 CLDN25
ENSG00000228610.1 PDCL2P1
ENSG00000228611.2 HNF4GP1
ENSG00000228612.2 HK2P1
ENSG00000228613.1 AC141930.1
ENSG00000228614.1 AL513211.1
ENSG00000228615.1 AC093166.2
ENSG00000228616.1 AF274858.2
ENSG00000228618.1 AC012462.2
ENSG00000228620.1 Z97056.1
ENSG00000228622.1 Z82198.1
ENSG00000228623.5 ZNF883
ENSG00000228624.7 HDAC2-AS2
ENSG00000228625.1 AL451047.1
ENSG00000228626.1 AC245100.3
ENSG00000228627.1 AC009468.1
ENSG00000228629.2 AC092295.1
ENSG00000228630.5 HOTAIR
ENSG00000228634.1 AL136115.1
ENSG00000228636.1 AL157401.1
ENSG00000228638.1 FCF1P2
ENSG00000228639.6 LINC02095
ENSG00000228643.1 AC079779.2
ENSG00000228645.2 PHKG1P2
ENSG00000228646.3 RPL31P13
ENSG00000228648.1 AL353747.2
ENSG00000228649.8 SNHG26
ENSG00000228650.2 AC008940.1
ENSG00000228651.1 AC074327.1
ENSG00000228653.2 HNRNPCP7
ENSG00000228655.6 AC096558.1
ENSG00000228656.1 MYO5BP3
ENSG00000228657.1 RPL23AP58
ENSG00000228658.1 AL772202.1
ENSG00000228659.1 LINC01201
ENSG00000228660.1 VN1R35P
ENSG00000228661.1 AC090587.1
ENSG00000228663.1 PSMD10P1
ENSG00000228664.1 AL513480.1
ENSG00000228665.2 BX679664.1
ENSG00000228666.1 KRT18P1
ENSG00000228667.1 AL157385.1
ENSG00000228668.1 TRGV5P
ENSG00000228669.1 LINC00448
ENSG00000228670.4 NANOGP2
ENSG00000228672.3 PROB1
ENSG00000228674.4 AC011483.1
ENSG00000228675.1 AC006482.1
ENSG00000228677.1 TTC3-AS1
ENSG00000228679.1 AL034347.1
ENSG00000228680.1 AC004692.2
ENSG00000228681.1 AC008072.1
ENSG00000228683.1 AC016820.1
ENSG00000228685.1 AL365356.2
ENSG00000228686.2 AL590723.1
ENSG00000228687.1 AL035407.2
ENSG00000228688.1 COL11A2P1
ENSG00000228689.7 AL355997.1
ENSG00000228692.2 AL445307.1
ENSG00000228694.1 MTND4P18
ENSG00000228695.10 CES1P1
ENSG00000228696.8 ARL17B
ENSG00000228697.2 AL023755.1
ENSG00000228700.1 AC010655.1
ENSG00000228701.1 TNKS2-AS1
ENSG00000228702.1 AL645998.1
ENSG00000228703.1 AL355310.2
ENSG00000228705.1 LINC00659
ENSG00000228707.1 AL691426.1
ENSG00000228708.1 AL109763.1
ENSG00000228709.1 AP001065.1
ENSG00000228711.1 AC004006.1
ENSG00000228714.2 AL731897.1
ENSG00000228716.6 DHFR
ENSG00000228717.1 AF013593.1
ENSG00000228718.1 LINC02521
ENSG00000228719.1 AL022313.2
ENSG00000228721.1 AC016909.1
ENSG00000228723.6 SRGAP3-AS2
ENSG00000228725.3 MTND2P12
ENSG00000228727.8 SAPCD1
ENSG00000228728.1 AF274573.1
ENSG00000228729.1 AL627308.1
ENSG00000228730.1 LINC02013
ENSG00000228734.2 AC096543.2
